Folio,Nivel de estudios,Campus,Área,Actividad,Fecha,ID,Clasificación,Región,Reincidencia,Programa,Semestre
R0215,High School Musical,El País de Nunca Jamás,Sociología,Experimento,03/08/2023 00:00,A000215,Copia en exámenes,Sur,No,OMICRON,4
R0216,Monster University,Distrito 13,Bienestar,Estudio,04/08/2023 00:00,A000216,Otra,Centro,No,PI,5
R0217,High School Musical,Wonderland,Sociología,Examen diagnóstico,05/08/2023 00:00,A000217,Plagio,Centro,No,SIGMA,4
R0218,High School Musical,Distrito 13,Sociología,Prototipo,06/08/2023 00:00,A000218,Plagio,Centro,Sí,OMEGA,5
R0219,High School Musical,Distrito 13,Sociología,Examen diagnóstico,07/08/2023 00:00,A000219,Copia en exámenes,Centro,Sí,JI,6
R0220,High School Musical,"Muy, muy lejano",Sociología,Examen diagnóstico,08/08/2023 00:00,A000220,Copia en exámenes,Centro,No,PHI,2
R0221,Monster University,Genovia,Bienestar,Estudio,09/08/2023 00:00,A000221,Intercambio de tareas en línea,Norte,Sí,ETA,3
R0222,High School Musical,Wonderland,Sociología,Examen diagnóstico,10/08/2023 00:00,A000222,Copia en exámenes,Centro,No,KAPPA,4
R0223,High School Musical,Wonderland,Sociología,Examen diagnóstico,11/08/2023 00:00,A000223,Copia en exámenes,Centro,Sí,LAMBDA,5
R0224,High School Musical,Wonderland,Sociología,Examen diagnóstico,12/08/2023 00:00,A000224,Copia en exámenes,Centro,No,OMICRON,6
R0225,High School Musical,Wonderland,Sociología,Examen diagnóstico,13/08/2023 00:00,A000225,Copia en exámenes,Centro,No,PI,1
R0226,High School Musical,Wonderland,Sociología,Examen diagnóstico,14/08/2023 00:00,A000226,Copia en exámenes,Centro,No,SIGMA,9
R0227,High School Musical,Wonderland,Sociología,Examen diagnóstico,15/08/2023 00:00,A000227,Copia en exámenes,Centro,No,OMEGA,3
R0228,High School Musical,Pandora,Sociología,Prototipo,16/08/2023 00:00,A000228,Plagio,Norte,No,JI,4
R0229,High School Musical,Pandora,Sociología,Prototipo,17/08/2023 00:00,A000229,Plagio,Norte,Sí,PHI,5
R0230,High School Musical,Pandora,Sociología,Prototipo,18/08/2023 00:00,A000230,Plagio,Norte,No,ALPHA,6
R0231,High School Musical,Pandora,Sociología,Prototipo,19/08/2023 00:00,A000231,Plagio,Norte,No,BETA,1
R0232,Monster University,Distrito 13,Ingeniería,Examen diagnóstico,20/08/2023 00:00,A000232,Copia en exámenes,Centro,Sí,BETA,2
R0233,Monster University,Distrito 13,Ingeniería,Examen diagnóstico,21/08/2023 00:00,A000233,Copia en exámenes,Centro,No,GAMMA,3
R0234,Monster University,Distrito 13,Ingeniería,Examen diagnóstico,22/08/2023 00:00,A000234,Copia en exámenes,Centro,No,DELTA,4
R0235,Monster University,Distrito 13,Ingeniería,Examen diagnóstico,23/08/2023 00:00,A000235,Copia en exámenes,Centro,No,ETA,5
R0236,Monster University,Wonderland,Arquitectura,Prototipo,24/08/2023 00:00,A000236,Plagio,Centro,No,KAPPA,4
R0237,Monster University,Genovia,Ingeniería,Examen diagnóstico,25/08/2023 00:00,A000237,Copia en exámenes,Norte,Sí,LAMBDA,5
R0238,Monster University,Wonderland,Ingeniería,Examen diagnóstico,26/08/2023 00:00,A000238,Copia en exámenes,Centro,Sí,OMICRON,6
R0239,Monster University,Genovia,Arquitectura,Examen diagnóstico,27/08/2023 00:00,A000239,Copia en exámenes,Norte,No,PI,2
R0240,Monster University,Wonderland,Ingeniería,Examen diagnóstico,28/08/2023 00:00,A000240,Copia en exámenes,Centro,Sí,SIGMA,3
R0241,Monster University,Genovia,Ingeniería,Examen diagnóstico,29/08/2023 00:00,A000241,Copia en exámenes,Norte,No,OMEGA,4
R0242,Monster University,Distrito 13,Bienestar,Estudio,30/08/2023 00:00,A000242,Colusión,Centro,Sí,JI,5
R0243,Monster University,Distrito 13,Bienestar,Estudio,31/08/2023 00:00,A000243,Colusión,Centro,No,PHI,6
R0244,High School Musical,El País de Nunca Jamás,Sociología,Estudio,01/09/2023 00:00,A000244,Plagio,Norte,No,ETA,1
R0245,High School Musical,Pizza Planeta,Sociología,Examen diagnóstico,02/09/2023 00:00,A000245,Copia en exámenes,Sur,No,KAPPA,2
R0246,High School Musical,Springfield,Sociología,Experimento,03/09/2023 00:00,A000246,Plagio,Centro,No,LAMBDA,3
R0247,High School Musical,Springfield,Sociología,Estudio,04/09/2023 00:00,A000247,Plagio,Centro,No,OMICRON,4
R0248,Monster University,Genovia,Arquitectura,Examen diagnóstico,05/09/2023 00:00,A000248,Distribución de exámenes,Norte,Sí,TAU,5
R0249,Monster University,Genovia,Arquitectura,Examen diagnóstico,06/09/2023 00:00,A000249,Copia en exámenes,Norte,No,PSI,4
R0250,High School Musical,Springfield,Sociología,Estudio,07/09/2023 00:00,A000250,Plagio,Norte,No,RHO,5
R0251,High School Musical,Springfield,Sociología,Estudio,08/09/2023 00:00,A000251,Plagio,Norte,Sí,PI,6
R0252,High School Musical,Springfield,Sociología,Prototipo,09/09/2023 00:00,A000252,Plagio,Centro,No,MU,2
R0253,High School Musical,Springfield,Sociología,Prototipo,10/09/2023 00:00,A000253,Plagio,Centro,No,IOTA,3
R0254,Monster University,Distrito 13,Bienestar,Prototipo,11/09/2023 00:00,A000254,Plagio,Centro,No,TAU,4
R0255,High School Musical,Springfield,Sociología,Examen diagnóstico,12/09/2023 00:00,A000255,Copia en exámenes,Centro,No,PSI,5
R0256,High School Musical,Springfield,Sociología,Examen diagnóstico,13/09/2023 00:00,A000256,Copia en exámenes,Centro,Sí,RHO,6
R0257,High School Musical,Springfield,Sociología,Examen diagnóstico,14/09/2023 00:00,A000257,Copia en exámenes,Centro,Sí,PI,1
R0258,High School Musical,"Muy, muy lejano",Sociología,Examen diagnóstico,15/09/2023 00:00,A000258,Copia en exámenes,Centro,No,MU,2
R0259,High School Musical,"Muy, muy lejano",Sociología,Examen diagnóstico,16/09/2023 00:00,A000259,Copia en exámenes,Centro,Sí,IOTA,3
R0260,High School Musical,"Muy, muy lejano",Sociología,Examen diagnóstico,17/09/2023 00:00,A000260,Copia en exámenes,Centro,No,ETA,4
R0261,Monster University,El País de Nunca Jamás,Bienestar,Experimento,18/09/2023 00:00,A000261,Soborno,Sur,Sí,KAPPA,5
R0262,Monster University,Hogwarts,Bienestar,Estudio,19/09/2023 00:00,A000262,Colusión,Centro,No,LAMBDA,4
R0263,Monster University,Hogwarts,Bienestar,Estudio,20/09/2023 00:00,A000263,Colusión,Centro,No,OMICRON,5
R0264,High School Musical,El País de Nunca Jamás,Sociología,Examen diagnóstico,21/09/2023 00:00,A000264,Copia en exámenes,Norte,No,TAU,6
R0265,Monster University,Genovia,Arquitectura,Examen diagnóstico,22/09/2023 00:00,A000265,Colusión,Norte,No,PSI,2
R0266,High School Musical,Pizza Planeta,Sociología,Experimento,23/09/2023 00:00,A000266,Copia en exámenes,Sur,No,RHO,3
R0267,High School Musical,Pizza Planeta,Sociología,Experimento,24/09/2023 00:00,A000267,Copia en exámenes,Sur,Sí,PI,4
R0268,High School Musical,Pizza Planeta,Sociología,Experimento,25/09/2023 00:00,A000268,Copia en exámenes,Sur,No,MU,5
R0269,High School Musical,Pizza Planeta,Sociología,Experimento,26/09/2023 00:00,A000269,Copia en exámenes,Sur,No,MU,6
R0270,High School Musical,Pizza Planeta,Sociología,Prototipo,27/09/2023 00:00,A000270,Plagio,Sur,Sí,MU,1
R0271,Kindergardiano,Narnia,Sociología,Examen nivelador,01/01/2023 00:00,A000001,Copia en exámenes,Centro,Sí,ALPHA,1
R0272,La Secu,Distrito 13,Sociología,Estudio,02/01/2023 00:00,A000002,Colusión,Centro,No,ALPHA,2
R0273,La Secu,Narnia,Sociología,Examen nivelador,03/01/2023 00:00,A000003,Copia en exámenes,Centro,No,ALPHA,3
R0274,La Secu,Narnia,Sociología,Examen nivelador,04/01/2023 00:00,A000004,Copia en exámenes,Centro,Sí,BETA,4
R0275,Big Bang Theory,Narnia,Arquitectura,Examen nivelador,05/01/2023 00:00,A000005,Copia en exámenes,Centro,No,BETA,5
R0276,La Secu,Narnia,Sociología,Estudio,06/01/2023 00:00,A000006,Plagio,Centro,No,GAMMA,6
R0277,Big Bang Theory,Pizza Planeta,Diseños,Prototipo,07/01/2023 00:00,A000007,Plagio,Sur,No,DELTA,1
R0278,Kindergardiano,Pizza Planeta,Arquitectura,Examen nivelador,08/01/2023 00:00,A000008,Copia en exámenes,Sur,No,EPSILON,2
R0279,Kindergardiano,Pizza Planeta,Arquitectura,Examen nivelador,09/01/2023 00:00,A000009,Copia en exámenes,Sur,Sí,DSETA,3
R0280,Big Bang Theory,Pizza Planeta,Diseños,Estudio,10/01/2023 00:00,A000010,Otra,Sur,Sí,ETA,4
R0281,Big Bang Theory,Narnia,Arquitectura,Experimento,11/01/2023 00:00,A000011,Suplantación de identidad,Centro,No,ETA,5
R0282,La Secu,Pandora,Sociología,Experimento,12/01/2023 00:00,A000012,Otra,Norte,Sí,KAPPA,6
R0283,Big Bang Theory,Pizza Planeta,Bienestar,Experimento,13/01/2023 00:00,A000013,Intercambio de tareas en línea,Sur,No,LAMBDA,1
R0284,Big Bang Theory,Pizza Planeta,Bienestar,Examen nivelador,14/01/2023 00:00,A000014,Copia en exámenes,Sur,Sí,OMICRON,2
R0285,Big Bang Theory,Pandora,Bienestar,Estudio,15/01/2023 00:00,A000015,Plagio,Norte,No,PI,3
R0286,La Secu,Narnia,Sociología,Estudio,16/01/2023 00:00,A000016,Plagio,Centro,No,SIGMA,4
R0287,La Secu,Pandora,Sociología,Experimento,17/01/2023 00:00,A000017,Copia en exámenes,Norte,No,OMEGA,5
R0288,La Secu,Pandora,Sociología,Experimento,18/01/2023 00:00,A000018,Copia en exámenes,Norte,No,JI,7
R0289,Big Bang Theory,Rarotonga,Bienestar,Examen nivelador,19/01/2023 00:00,A000019,Copia en exámenes,Norte,No,PHI,1
R0290,Big Bang Theory,Rarotonga,Bienestar,Examen nivelador,20/01/2023 00:00,A000020,Copia en exámenes,Norte,Sí,ETA,2
R0291,Big Bang Theory,Pizza Planeta,Bienestar,Estudio,21/01/2023 00:00,A000021,Copia en exámenes,Sur,No,KAPPA,3
R0292,Big Bang Theory,Wonderland,Arquitectura,Estudio,22/01/2023 00:00,A000022,Plagio,Centro,No,LAMBDA,4
R0293,Big Bang Theory,Narnia,Arquitectura,Examen nivelador,23/01/2023 00:00,A000023,Copia en exámenes,Centro,Sí,OMICRON,7
R0294,Big Bang Theory,Pizza Planeta,Arquitectura,Experimento,24/01/2023 00:00,A000024,Copia en exámenes,Sur,No,PI,6
R0295,Big Bang Theory,Pizza Planeta,Arquitectura,Experimento,25/01/2023 00:00,A000025,Otra,Sur,No,SIGMA,1
R0296,La Secu,Rarotonga,Sociología,Prototipo,26/01/2023 00:00,A000026,Plagio,Norte,No,OMEGA,2
R0297,Big Bang Theory,Narnia,Arquitectura,Examen nivelador,27/01/2023 00:00,A000027,Copia en exámenes,Centro,No,JI,3
R0298,Big Bang Theory,Narnia,Arquitectura,Examen nivelador,28/01/2023 00:00,A000028,Copia en exámenes,Centro,Sí,PHI,4
R0299,La Secu,Wonderland,Sociología,Examen nivelador,29/01/2023 00:00,A000029,Copia en exámenes,Centro,Sí,ALPHA,7
R0300,La Secu,Wonderland,Sociología,Examen nivelador,30/01/2023 00:00,A000030,Copia en exámenes,Centro,No,BETA,6
R0301,La Secu,Wonderland,Sociología,Examen nivelador,31/01/2023 00:00,A000031,Copia en exámenes,Centro,Sí,BETA,1
R0302,La Secu,Wonderland,Sociología,Examen nivelador,01/02/2023 00:00,A000032,Copia en exámenes,Centro,No,GAMMA,2
R0303,La Secu,Wonderland,Sociología,Examen nivelador,02/02/2023 00:00,A000033,Copia en exámenes,Centro,Sí,DELTA,3
R0304,La Secu,Wonderland,Sociología,Examen nivelador,03/02/2023 00:00,A000034,Copia en exámenes,Centro,No,ETA,7
R0305,La Secu,Wonderland,Sociología,Examen nivelador,04/02/2023 00:00,A000035,Copia en exámenes,Centro,No,KAPPA,5
R0306,Big Bang Theory,El País de Nunca Jamás,Bienestar,Estudio,05/02/2023 00:00,A000036,Plagio,Sur,No,LAMBDA,6
R0307,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,06/02/2023 00:00,A000037,Copia en exámenes,Centro,No,OMICRON,1
R0308,Big Bang Theory,"Muy, muy lejano",Arquitectura,Examen nivelador,07/02/2023 00:00,A000038,Copia en exámenes,Norte,No,PI,7
R0309,Big Bang Theory,"Muy, muy lejano",Arquitectura,Examen nivelador,08/02/2023 00:00,A000039,Copia en exámenes,Norte,Sí,SIGMA,3
R0310,La Secu,El País de Nunca Jamás,Sociología,Experimento,09/02/2023 00:00,A000040,Plagio,Sur,No,OMEGA,4
R0311,La Secu,El País de Nunca Jamás,Sociología,Prototipo,10/02/2023 00:00,A000041,Plagio,Sur,No,JI,5
R0312,Big Bang Theory,Wonderland,Diseños,Examen nivelador,11/02/2023 00:00,A000042,Otra,Centro,Sí,PHI,6
R0313,La Secu,Pandora,Sociología,Estudio,12/02/2023 00:00,A000043,Plagio,Norte,No,ETA,2
R0314,La Secu,Pandora,Sociología,Examen nivelador,13/02/2023 00:00,A000044,Otra,Norte,No,KAPPA,7
R0315,La Secu,Hogwarts,Sociología,Prototipo,14/02/2023 00:00,A000045,Plagio,Centro,No,LAMBDA,4
R0316,La Secu,Pandora,Sociología,Prototipo,15/02/2023 00:00,A000046,Plagio,Norte,No,OMICRON,5
R0317,La Secu,Hogwarts,Sociología,Prototipo,16/02/2023 00:00,A000047,Plagio,Centro,Sí,TAU,6
R0318,Big Bang Theory,Wonderland,Negocios,Estudio,17/02/2023 00:00,A000048,Plagio,Centro,Sí,PSI,1
R0319,Big Bang Theory,Wonderland,Negocios,Estudio,18/02/2023 00:00,A000049,Plagio,Centro,No,RHO,2
R0320,La Secu,Rarotonga,Sociología,Estudio,19/02/2023 00:00,A000050,Plagio,Norte,Sí,PI,7
R0321,Big Bang Theory,Genovia,Arquitectura,Examen nivelador,20/02/2023 00:00,A000051,Colusión,Norte,No,MU,4
R0322,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,21/02/2023 00:00,A000052,Copia en exámenes,Centro,Sí,IOTA,5
R0323,Big Bang Theory,Narnia,Ingeniería,Estudio,22/02/2023 00:00,A000053,Plagio,Centro,No,TAU,6
R0324,Big Bang Theory,Wonderland,Arquitectura,Prototipo,23/02/2023 00:00,A000054,Plagio,Centro,No,PSI,2
R0325,La Secu,Rarotonga,Sociología,Prototipo,24/02/2023 00:00,A000055,Intercambio de tareas en línea,Norte,No,RHO,3
R0326,La Secu,Rarotonga,Sociología,Prototipo,25/02/2023 00:00,A000056,Intercambio de tareas en línea,Norte,No,PI,7
R0327,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,26/02/2023 00:00,A000057,Copia en exámenes,Centro,No,MU,5
R0328,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,27/02/2023 00:00,A000058,Copia en exámenes,Centro,Sí,IOTA,6
R0329,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,28/02/2023 00:00,A000059,Copia en exámenes,Centro,No,ETA,1
R0330,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,01/03/2023 00:00,A000060,Copia en exámenes,Centro,No,KAPPA,2
R0331,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,02/03/2023 00:00,A000061,Copia en exámenes,Centro,Sí,LAMBDA,7
R0332,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,03/03/2023 00:00,A000062,Copia en exámenes,Centro,No,OMICRON,4
R0333,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,04/03/2023 00:00,A000063,Copia en exámenes,Centro,No,TAU,5
R0334,Big Bang Theory,"Muy, muy lejano",Negocios,Estudio,05/03/2023 00:00,A000064,Colusión,Norte,No,PSI,6
R0335,Big Bang Theory,"Muy, muy lejano",Negocios,Estudio,06/03/2023 00:00,A000065,Copia en exámenes,Norte,No,RHO,2
R0336,Big Bang Theory,"Muy, muy lejano",Negocios,Estudio,07/03/2023 00:00,A000066,Colusión,Norte,Sí,PI,3
R0337,Big Bang Theory,Wonderland,Negocios,Estudio,08/03/2023 00:00,A000067,Plagio,Centro,Sí,MU,4
R0338,Big Bang Theory,Narnia,Negocios,Estudio,09/03/2023 00:00,A000068,Colusión,Centro,No,ALPHA,7
R0339,Big Bang Theory,Genovia,Ingeniería,Estudio,10/03/2023 00:00,A000069,Plagio,Norte,Sí,ALPHA,6
R0340,Big Bang Theory,Genovia,Ingeniería,Estudio,11/03/2023 00:00,A000070,Plagio,Norte,No,ALPHA,1
R0341,Big Bang Theory,Genovia,Ingeniería,Estudio,12/03/2023 00:00,A000071,Plagio,Norte,Sí,BETA,2
R0342,Big Bang Theory,Genovia,Ingeniería,Estudio,13/03/2023 00:00,A000072,Plagio,Norte,No,BETA,3
R0343,Big Bang Theory,Genovia,Diseños,Examen nivelador,14/03/2023 00:00,A000073,Copia en exámenes,Norte,No,GAMMA,4
R0344,Big Bang Theory,El País de Nunca Jamás,Ingeniería,Examen nivelador,15/03/2023 00:00,A000074,Plagio,Sur,No,DELTA,7
R0345,Big Bang Theory,Genovia,Negocios,Prototipo,16/03/2023 00:00,A000075,Plagio,Norte,No,EPSILON,6
R0346,Big Bang Theory,Genovia,Negocios,Prototipo,17/03/2023 00:00,A000076,Plagio,Norte,No,DSETA,2
R0347,Big Bang Theory,Genovia,Ingeniería,Estudio,18/03/2023 00:00,A000077,Plagio,Norte,Sí,ETA,3
R0348,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,19/03/2023 00:00,A000078,Copia en exámenes,Centro,No,ETA,4
R0349,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,20/03/2023 00:00,A000079,Copia en exámenes,Centro,No,KAPPA,7
R0350,La Secu,Genovia,Sociología,Estudio,21/03/2023 00:00,A000080,Plagio,Norte,Sí,LAMBDA,2
R0351,Big Bang Theory,Genovia,Negocios,Examen nivelador,22/03/2023 00:00,A000081,Copia en exámenes,Norte,No,OMICRON,3
R0352,La Secu,Ciudad Gótica,Sociología,Examen nivelador,23/03/2023 00:00,A000082,Copia en exámenes,Sur,No,PI,4
R0353,Big Bang Theory,Genovia,Negocios,Examen nivelador,24/03/2023 00:00,A000083,Copia en exámenes,Norte,No,SIGMA,5
R0354,Big Bang Theory,Genovia,Negocios,Examen nivelador,25/03/2023 00:00,A000084,Copia en exámenes,Norte,No,OMEGA,6
R0355,Big Bang Theory,Genovia,Negocios,Estudio,26/03/2023 00:00,A000085,Plagio,Norte,Sí,JI,1
R0356,Big Bang Theory,Genovia,Negocios,Examen nivelador,27/03/2023 00:00,A000086,Copia en exámenes,Norte,Sí,PHI,2
R0357,Big Bang Theory,Genovia,Negocios,Experimento,28/03/2023 00:00,A000087,Copia en exámenes,Norte,No,ETA,3
R0358,Big Bang Theory,Parque Jurásico,Arquitectura,Examen nivelador,29/03/2023 00:00,A000088,Copia en exámenes,Sur,Sí,KAPPA,4
R0359,Big Bang Theory,Parque Jurásico,Arquitectura,Examen nivelador,30/03/2023 00:00,A000089,Distribución de exámenes,Sur,No,LAMBDA,7
R0360,Big Bang Theory,Parque Jurásico,Arquitectura,Examen regulador,31/03/2023 00:00,A000090,Copia en exámenes,Sur,Sí,OMICRON,8
R0361,Big Bang Theory,El País de Nunca Jamás,Arquitectura,Prototipo,01/04/2023 00:00,A000091,Plagio,Sur,No,PI,2
R0362,La Secu,Ciudad Gótica,Sociología,Examen regulador,02/04/2023 00:00,A000092,Copia en exámenes,Sur,No,SIGMA,3
R0363,Big Bang Theory,Genovia,Negocios,Examen regulador,03/04/2023 00:00,A000093,Distribución de exámenes,Norte,No,OMEGA,4
R0364,La Secu,Ciudad Gótica,Sociología,Examen regulador,04/04/2023 00:00,A000094,Copia en exámenes,Sur,No,JI,5
R0365,La Secu,Ciudad Gótica,Sociología,Examen regulador,05/04/2023 00:00,A000095,Copia en exámenes,Sur,No,PHI,5
R0366,La Secu,Ciudad Gótica,Sociología,Examen regulador,06/04/2023 00:00,A000096,Copia en exámenes,Sur,Sí,ALPHA,6
R0367,La Secu,"Muy, muy lejano",Sociología,Examen regulador,07/04/2023 00:00,A000097,Colusión,Norte,No,BETA,2
R0368,La Secu,Ciudad Gótica,Sociología,Examen regulador,08/04/2023 00:00,A000098,Copia en exámenes,Sur,No,BETA,3
R0369,La Secu,Wonderland,Sociología,Examen regulador,09/04/2023 00:00,A000099,Intercambio de tareas en línea,Centro,Sí,GAMMA,4
R0370,Big Bang Theory,Parque Jurásico,Arquitectura,Examen regulador,10/04/2023 00:00,A000100,Copia en exámenes,Sur,No,DELTA,5
R0371,La Secu,Wonderland,Sociología,Examen regulador,11/04/2023 00:00,A000101,Intercambio de tareas en línea,Centro,No,ETA,8
R0372,La Secu,Springfield,Sociología,Experimento,12/04/2023 00:00,A000102,Plagio,Centro,No,KAPPA,6
R0373,La Secu,Springfield,Sociología,Experimento,13/04/2023 00:00,A000103,Plagio,Centro,No,LAMBDA,2
R0374,Monster University,El País de Nunca Jamás,Arquitectura,Experimento,14/04/2023 00:00,A000104,Plagio,Sur,Sí,OMICRON,3
R0375,Monster University,El País de Nunca Jamás,Arquitectura,Experimento,15/04/2023 00:00,A000105,Otra,Sur,Sí,PI,4
R0376,La Secu,Ciudad Gótica,Sociología,Examen regulador,16/04/2023 00:00,A000106,Copia en exámenes,Norte,No,SIGMA,5
R0377,La Secu,Pandora,Sociología,Examen regulador,17/04/2023 00:00,A000107,Copia en exámenes,Norte,Sí,OMEGA,5
R0378,Monster University,Genovia,Arquitectura,Examen regulador,18/04/2023 00:00,A000108,Copia en exámenes,Norte,No,JI,6
R0379,Monster University,Genovia,Ingeniería,Examen regulador,19/04/2023 00:00,A000109,Copia en exámenes,Norte,Sí,PHI,2
R0380,Monster University,Genovia,Diseños,Examen regulador,20/04/2023 00:00,A000110,Copia en exámenes,Norte,No,ETA,3
R0381,Monster University,Genovia,Ingeniería,Examen regulador,21/04/2023 00:00,A000111,Copia en exámenes,Norte,No,KAPPA,4
R0382,Monster University,Genovia,Educación,Examen regulador,22/04/2023 00:00,A000112,Copia en exámenes,Norte,No,LAMBDA,8
R0383,Monster University,Genovia,Negocios,Examen regulador,23/04/2023 00:00,A000113,Copia en exámenes,Norte,No,OMICRON,8
R0384,Monster University,Genovia,Arquitectura,Examen regulador,24/04/2023 00:00,A000114,Copia en exámenes,Norte,No,TAU,6
R0385,Monster University,Genovia,Ingeniería,Examen regulador,25/04/2023 00:00,A000115,Copia en exámenes,Norte,Sí,PSI,2
R0386,Monster University,Genovia,Negocios,Examen regulador,26/04/2023 00:00,A000116,Copia en exámenes,Norte,No,RHO,3
R0387,Monster University,Genovia,Arquitectura,Examen regulador,27/04/2023 00:00,A000117,Copia en exámenes,Norte,No,PI,4
R0388,Monster University,Genovia,Arquitectura,Examen regulador,28/04/2023 00:00,A000118,Copia en exámenes,Norte,Sí,MU,5
R0389,Monster University,Genovia,Negocios,Examen regulador,29/04/2023 00:00,A000119,Copia en exámenes,Norte,No,IOTA,5
R0390,Monster University,Genovia,Arquitectura,Examen regulador,30/04/2023 00:00,A000120,Copia en exámenes,Norte,No,TAU,5
R0391,Monster University,El País de Nunca Jamás,Arquitectura,Experimento,01/05/2023 00:00,A000121,Plagio,Sur,No,PSI,6
R0392,Monster University,Genovia,Negocios,Examen regulador,02/05/2023 00:00,A000122,Copia en exámenes,Norte,No,RHO,2
